,Flow Duration,Flow IAT Min,Bwd IAT Mean,Bwd IAT Std,Idle Max,Label
11379,24783,24783,0.0,0.0,0,1
7645,3407,3407,0.0,0.0,0,0
6161,2,2,0.0,0.0,0,1
5763,1483,1483,0.0,0.0,0,0
9695,380835,3,20043.78947,39543.05438,0,1
2284,12429,4,4141.333333,6272.398451,0,1
3982,26046,3,8681.0,14436.07422,0,1
11632,488,488,0.0,0.0,0,1
847,3247,3247,0.0,0.0,0,1
6816,31893412,10,2124193.667,4099465.511,10015859,0
17148,22172,22172,0.0,0.0,0,1
4456,57121,57121,0.0,0.0,0,0
12837,1991,1991,0.0,0.0,0,1
5856,1217,6,681.0,0.0,0,0
15102,3717,3717,0.0,0.0,0,1
83,15800,6,15166.0,0.0,0,0
1270,724,0,163.0,170.9941519,0,0
1083,324,324,0.0,0.0,0,0
11091,35,35,0.0,0.0,0,0
1663,5730,5730,0.0,0.0,0,1
17611,384230,2,20222.15789,34224.86499,0,1
14876,623,623,0.0,0.0,0,1
16560,154,154,0.0,0.0,0,0
17867,3972339,41,539252.8571,313651.4357,0,0
1934,1328945,4,214437.0,369649.5521,0,0
7967,24904,24904,0.0,0.0,0,0
16195,1666577,80,259738.5,340393.6039,0,0
5811,4081405,62,539446.0,323921.8437,0,0
5336,349704,5,16652.19048,28705.09912,0,1
7880,447734,0,136319.6667,236111.7227,0,0
2302,13952,1,4453.0,7392.975855,0,1
1384,1186,7,581.0,0.0,0,0
7104,54323657,54323657,0.0,0.0,0,0
13477,16886,16886,0.0,0.0,0,1
13665,1,1,0.0,0.0,0,1
14880,1859,1859,0.0,0.0,0,1
19265,5173885,97,823355.6667,920249.6101,0,0
4578,2,2,0.0,0.0,0,1
12981,10605,1,3361.0,5507.465479,0,1
321,1,1,0.0,0.0,0,1
6592,2161091,3,327586.5,307289.9923,0,0
17528,13775,13775,0.0,0.0,0,1
13414,5112,5112,0.0,0.0,0,1
8996,1,1,0.0,0.0,0,1
19656,1657,5,777.0,0.0,0,0
13909,228879,4,76286.33333,208.8260839,0,0
2970,1336,1336,0.0,0.0,0,0
7268,1243,9,631.0,0.0,0,0
15506,32,32,0.0,0.0,0,1
7385,33046,1798,15437.0,0.0,0,0
9055,490,490,0.0,0.0,0,1
7709,281554,281554,0.0,0.0,0,0
5129,4972970,4972970,0.0,0.0,0,0
9249,335069,4,15955.2381,32179.409,0,1
6820,824,824,0.0,0.0,0,1
6394,2,2,0.0,0.0,0,1
2655,8041,8041,0.0,0.0,0,1
12306,442,442,0.0,0.0,0,0
18369,3041835,1029561,0.0,0.0,0,0
294,112640914,56320451,0.0,0.0,56320463,0
18424,491,491,0.0,0.0,0,0
5696,376235,2,19800.68421,41542.51032,0,1
16115,6,6,0.0,0.0,0,1
4138,112646229,56297846,0.0,0.0,56348383,0
16800,1000821,1000821,0.0,0.0,0,0
246,2,2,0.0,0.0,0,1
9801,11660,16,3680.666667,5855.644912,0,1
556,4000357,4,609150.8333,644614.9951,0,0
18337,1,1,0.0,0.0,0,1
17630,1428,1428,0.0,0.0,0,0
3605,82,82,0.0,0.0,0,0
19158,10017,20,3199.666667,5214.721885,0,1
800,2,2,0.0,0.0,0,1
17985,1,1,0.0,0.0,0,1
13433,350631,2,16696.61905,35089.23147,0,1
4260,1558,1558,0.0,0.0,0,1
763,161871,308,124109.0,0.0,0,0
389,86191351,86191351,0.0,0.0,86191351,0
9373,482359,0,157163.6667,271466.6883,0,0
6575,373114,4,17766.85714,36007.90466,0,1
11339,5431138,28,586236.2222,947160.3138,0,0
13502,26,26,0.0,0.0,0,0
10289,10508,21,51.0,0.0,0,1
7422,2958070,3,454428.1667,325858.904,0,0
12560,11071,20,3542.0,5742.987985,0,1
4610,86129927,86129927,0.0,0.0,86129927,0
16455,8592,6,2862.0,4174.06241,0,1
8343,2301959,3,348189.6667,297180.5492,0,0
18962,2155,2155,0.0,0.0,0,1
6824,500,500,0.0,0.0,0,0
5692,1,1,0.0,0.0,0,1
11737,388976,7,20471.21053,40215.71562,0,1
1954,8946,3,2980.666667,4777.143114,0,1
7423,1340,1340,0.0,0.0,0,1
7283,5732,5732,0.0,0.0,0,1
4304,889,889,0.0,0.0,0,0
9064,876,876,0.0,0.0,0,0
9176,1324,1324,0.0,0.0,0,0
7824,4749912,66,725417.3333,832711.1392,0,0
15663,112642242,56321079,0.0,0.0,56321163,0
13205,15999,5,15425.0,0.0,0,0
16626,6245902,51,659794.5556,558015.6281,0,0
5074,1244,4,413.3333333,356.6739875,0,1
15464,21212,4,7069.333333,6174.580984,0,1
18923,6,6,0.0,0.0,0,1
8207,738,14,179.3333333,144.2370734,0,0
15595,7698,7698,0.0,0.0,0,1
6691,3079,3079,0.0,0.0,0,1
4599,107549679,2,53263511.5,31489524.77,53247477,1
17365,50,50,0.0,0.0,0,0
2367,269,269,0.0,0.0,0,0
8875,420063,5,20002.71429,41678.66669,0,1
4500,30187,30187,0.0,0.0,0,1
5018,1599,1599,0.0,0.0,0,0
7298,572,572,0.0,0.0,0,1
17686,9706,2,3234.666667,4996.273845,0,1
16741,11291,21,3602.666667,5853.582009,0,1
16370,10822,21,3459.666667,5553.00102,0,1
8556,3272527,130,525345.8333,490315.7,0,0
13754,27,27,0.0,0.0,0,0
14705,1,1,0.0,0.0,0,1
18922,11482,11482,0.0,0.0,0,1
9952,24796576,34,10030996.0,45.254834,10010149,0
3262,25848,25848,0.0,0.0,0,1
2567,1174,1174,0.0,0.0,0,0
10081,101,101,0.0,0.0,0,0
14988,1231,1231,0.0,0.0,0,1
10448,522,522,0.0,0.0,0,1
8224,106654621,4,53327308.0,31579325.21,53247790,1
7792,6,6,0.0,0.0,0,1
1479,13960,22,4515.0,7484.899665,0,1
11166,44874,44874,0.0,0.0,0,1
11840,379521,5,18072.04762,37279.02205,0,1
2652,9,9,0.0,0.0,0,0
11232,1748,7,941.0,0.0,0,0
13891,15141,15141,0.0,0.0,0,1
7949,2840576,3,424875.5,278096.7847,0,0
2438,1224,6,722.0,0.0,0,0
19523,242,242,0.0,0.0,0,0
2934,1751,1751,0.0,0.0,0,1
18707,217640,0,0.0,0.0,0,0
9009,188385,44,44.0,0.0,0,0
10916,86493842,86493842,0.0,0.0,86493842,0
491,153,153,0.0,0.0,0,0
6738,54624901,54624901,0.0,0.0,0,0
2459,2,2,0.0,0.0,0,1
1723,1,1,0.0,0.0,0,1
14574,6492623,39,2164163.0,3748005.528,0,0
3597,390624,3,18601.0,39240.62458,0,1
983,112636783,56300000,0.0,0.0,56300000,0
4613,334,334,0.0,0.0,0,0
16972,112642210,56321076,0.0,0.0,56321134,0
7982,1002191,1002191,0.0,0.0,0,0
12263,10165,10165,0.0,0.0,0,1
16255,115585319,31,8472791.615,3757516.076,10001465,0
3864,941,941,0.0,0.0,0,0
606,5095318,88,697830.2857,1059182.037,0,0
6078,1770512,70,278827.0,333347.6783,0,0
17522,2,2,0.0,0.0,0,1
6195,53901513,53901513,0.0,0.0,0,0
3478,115355556,1,5247547.714,5124264.187,10000000,0
139,16308,16308,0.0,0.0,0,1
17827,565,565,0.0,0.0,0,1
16910,905,1,212.3333333,190.8201597,0,0
3705,10822,22,3423.666667,5341.342934,0,1
7813,1161,1161,0.0,0.0,0,1
12632,90,90,0.0,0.0,0,0
11240,2034961,2,303243.5,319423.1215,0,0
13058,477,477,0.0,0.0,0,1
6733,42,42,0.0,0.0,0,0
18545,6,6,0.0,0.0,0,1
15101,1,1,0.0,0.0,0,1
4794,5502,5502,0.0,0.0,0,1
15011,526,526,0.0,0.0,0,0
5100,1221186,2,190989.6667,374411.8963,0,0
9326,1202,6,671.0,0.0,0,0
8602,1,1,0.0,0.0,0,1
16548,30345,30345,0.0,0.0,0,1
3913,19,19,0.0,0.0,0,1
12248,999,1,208.0,205.0292662,0,0
2101,16119,7,15414.0,0.0,0,0
16598,327,327,0.0,0.0,0,0
15311,2588566,4,413771.5,376898.4519,0,0
176,665,665,0.0,0.0,0,1
17875,32943,1050,31893.0,0.0,0,0
5073,1133,1133,0.0,0.0,0,0
17864,1,1,0.0,0.0,0,1
14167,1,1,0.0,0.0,0,1
3181,7,7,0.0,0.0,0,1
12945,481,481,0.0,0.0,0,1
2574,118569529,0,4231755.179,15300000.0,59000000,0
17098,537,537,0.0,0.0,0,0
19794,29743,29743,0.0,0.0,0,1
14144,299607,1,0.0,0.0,0,0
10056,3901563,4,744544.0,1264545.957,0,0
15632,479,479,0.0,0.0,0,0
12162,44355,44355,0.0,0.0,0,1
17087,7793342,8,2360063.0,2162133.133,0,1
14356,4529,4529,0.0,0.0,0,1
12771,64789493,0,981480.197,2903173.765,10015173,0
18909,32535,593,31449.0,0.0,0,0
17313,1062,1062,0.0,0.0,0,0
18746,401711,6,19128.7619,48619.9277,0,1
17054,36239,85,85.0,0.0,0,0
9325,6,6,0.0,0.0,0,1
14111,18201,7,17496.0,0.0,0,0
19042,1911,1911,0.0,0.0,0,1
14777,53585,1,1.0,0.0,0,0
2508,971,971,0.0,0.0,0,0
9473,7761,3,2586.0,4235.546128,0,1
3492,12316,12316,0.0,0.0,0,1
7064,2,2,0.0,0.0,0,1
11815,5495,5495,0.0,0.0,0,1
17816,29964,29964,0.0,0.0,0,1
9574,7228,3,2407.333333,3543.543754,0,1
8868,3791683,54,626880.1667,825256.7919,0,0
19530,2265,2265,0.0,0.0,0,1
6089,115508856,1,5799408.632,5073642.335,10001567,0
13012,5128931,23,33241.5,47128.28871,0,0
13203,1229,1229,0.0,0.0,0,1
14192,8726,8726,0.0,0.0,0,1
1869,12496,12496,0.0,0.0,0,0
6284,14374,14374,0.0,0.0,0,1
6098,76438,32,32.0,0.0,0,0
7307,281,281,0.0,0.0,0,0
13717,8845,8845,0.0,0.0,0,1
14982,377559,3,19871.10526,38117.96596,0,1
12038,60276806,1,31005.875,29209.27539,0,0
11640,1177,3,391.3333333,484.8281482,0,1
5297,1184,7,624.0,0.0,0,0
7501,5096520,15,34965.33333,35953.89861,0,0
10091,5674863,1,6945.333333,10332.5548,5563293,0
8683,6989846,4,3477114.5,4915792.908,6953105,1
11423,1916335,3,294714.6667,325600.7498,0,0
4539,119926784,152,8936491.0,10495935.55,20000758,0
2468,484,484,0.0,0.0,0,1
4832,4036,4036,0.0,0.0,0,1
11776,110451339,0,5519140.7,5050757.681,10009351,0
7710,1800,1800,0.0,0.0,0,1
9301,15,15,0.0,0.0,0,0
10246,1418,1418,0.0,0.0,0,1
16449,986,986,0.0,0.0,0,0
4370,37479,83,0.0,0.0,0,0
12207,2014,2014,0.0,0.0,0,1
4241,3501,3501,0.0,0.0,0,1
16913,1053,1053,0.0,0.0,0,1
9613,10944,33,3460.666667,5514.154907,0,1
15156,886,36,207.3333333,220.4208097,0,0
14274,1397789,1397789,0.0,0.0,0,1
11643,650082,3,214059.5,638.5174234,0,0
11814,111110,1,9423.125,21553.40319,0,0
6630,16623,16623,0.0,0.0,0,1
9796,54077499,23,0.0,0.0,54030592,0
12951,6866,6866,0.0,0.0,0,1
3224,4985851,3,792382.1667,827963.6166,0,0
15354,119502902,0,6634958.667,18975868.72,58935046,0
5982,585,585,0.0,0.0,0,1
2860,701,701,0.0,0.0,0,1
8496,5997852,0,40686.0,40669.51004,5837245,0
18985,1034426,66,258590.0,407.6796128,0,0
16473,985,985,0.0,0.0,0,0
6644,349,22,0.0,0.0,0,0
1,60991608,1,4686382.846,5195333.997,10009249,0
555,1219,1219,0.0,0.0,0,1
9983,5,5,0.0,0.0,0,1
7316,780,28,192.6666667,156.7205581,0,0
1015,625,625,0.0,0.0,0,0
13881,182,182,0.0,0.0,0,0
3934,121152,121152,0.0,0.0,0,0
7421,2501468,2501468,0.0,0.0,0,1
11605,6357285,44,2119032.333,3669694.891,0,0
12375,9762,21,3082.666667,5016.490241,0,1
17612,5899520,38,1966447.333,3405466.211,0,0
3767,16138,16138,0.0,0.0,0,1
795,6177,6177,0.0,0.0,0,1
6992,2684790,74,399010.0,273667.3459,0,0
6576,240,240,0.0,0.0,0,0
5989,813,813,0.0,0.0,0,1
8141,31956,31956,0.0,0.0,0,1
7105,4167371,14,0.0,0.0,0,0
13170,1149,1149,0.0,0.0,0,0
13504,29401,29401,0.0,0.0,0,1
1056,4969782,4969782,0.0,0.0,0,0
4214,366,366,0.0,0.0,0,0
9183,10031,21,3197.0,5149.513861,0,1
14070,3939138,40,559218.4286,311808.8058,0,0
16180,9516,2,3030.666667,4923.769423,0,1
2437,331,331,0.0,0.0,0,0
383,291,291,0.0,0.0,0,0
3931,1741,1741,0.0,0.0,0,1
9674,9263739,0,50615.57459,362348.002,0,0
7718,3978059,56,352052.5455,380192.7196,0,0
13302,3,3,0.0,0.0,0,1
13296,386577,5,18408.04762,33950.33842,0,1
16295,1120,1120,0.0,0.0,0,1
2946,9838,9838,0.0,0.0,0,1
14903,227,227,0.0,0.0,0,0
13625,12074,1,3819.0,6305.47413,0,1
18603,2,2,0.0,0.0,0,1
18198,2,2,0.0,0.0,0,1
9203,953,953,0.0,0.0,0,0
13770,16742,16742,0.0,0.0,0,1
18440,870,870,0.0,0.0,0,0
18434,110527770,1221,3155848.486,4723544.993,9952845,0
2528,3052,3052,0.0,0.0,0,0
18187,2637,2637,0.0,0.0,0,0
13474,619,24,155.3333333,141.99061,0,0
18906,94,94,0.0,0.0,0,0
18998,33666306,2,11200000.0,19400000.0,33700000,1
12458,117991878,1,7855754.533,20590740.28,58952095,0
8918,89,89,0.0,0.0,0,0
17588,1781800,71,278619.6667,331772.6704,0,0
11640,1177,3,391.3333333,484.8281482,0,1
19542,577,577,0.0,0.0,0,0
1195,896338,3,179471.25,1151.348883,0,0
18426,3,3,0.0,0.0,0,1
17183,3003130,999034,0.0,0.0,0,0
2872,69079,69079,0.0,0.0,0,0
11446,37808445,71,4200930.444,6220184.597,18734137,0
9311,89,89,0.0,0.0,0,0
16264,379400,3,19968.0,33954.0319,0,1
9528,1270,6,758.0,0.0,0,0
18453,18036,17,5916.666667,9943.38425,0,1
11926,1158,1158,0.0,0.0,0,1
6498,35,35,0.0,0.0,0,0
5170,1019989,1019989,0.0,0.0,0,0
15658,10761,1,3426.333333,5475.224683,0,1
8491,5272275,65,846721.8333,1000441.285,0,0
2848,878,878,0.0,0.0,0,0
10667,1,1,0.0,0.0,0,0
8149,44,44,0.0,0.0,0,0
9258,490,490,0.0,0.0,0,1
3266,43,43,0.0,0.0,0,0
167,115212856,39,8476080.923,3759044.651,10004134,0
13212,9795,16,3119.666667,5018.064003,0,1
16834,8659,8659,0.0,0.0,0,1
15293,8,8,0.0,0.0,0,1
19068,9685,9685,0.0,0.0,0,1
10711,2154793,35,279474.7143,140238.8967,0,0
4791,17617,17617,0.0,0.0,0,1
15822,10912,1,3483.333333,5720.941036,0,1
5893,88374751,88374751,0.0,0.0,88374751,0
263,574,574,0.0,0.0,0,1
7947,15,15,0.0,0.0,0,0
14050,3045576,3,366631.375,344122.1607,0,0
8339,8,8,0.0,0.0,0,0
4816,397114,5,18909.19048,34715.02989,0,1
18711,10754,33,3395.0,5434.627126,0,1
19617,45,45,0.0,0.0,0,0
9261,10857,0,3442.0,5629.893338,0,1
7471,671,671,0.0,0.0,0,1
2069,2,2,0.0,0.0,0,1
17602,1588,1588,0.0,0.0,0,1
3640,22799,3,7598.0,7108.016671,0,1
3394,6034250,42,2011362.0,3483336.906,0,0
2042,530,530,0.0,0.0,0,1
14625,489,489,0.0,0.0,0,1
10534,9683,1,3072.0,4842.255982,0,1
2415,112636121,56318015,0.0,0.0,56318106,0
9810,9773,9773,0.0,0.0,0,1
19205,54472000,54472000,0.0,0.0,0,0
10231,10567,10567,0.0,0.0,0,1
15473,86215147,86215147,0.0,0.0,86215147,0
8972,1,1,0.0,0.0,0,1
724,9963,9963,0.0,0.0,0,1
1169,6,6,0.0,0.0,0,1
18765,2180,7,1633.0,0.0,0,0
4530,1242,7,718.0,0.0,0,0
13324,88368685,88368685,0.0,0.0,88368685,0
8188,445,445,0.0,0.0,0,1
10523,6383309,38,2127719.667,3684864.77,0,0
9059,119720085,0,0.0,0.0,0,1
12166,11818,11818,0.0,0.0,0,1
12512,9796,9796,0.0,0.0,0,1
9726,13847,13847,0.0,0.0,0,1
19894,117157951,1,9006173.462,21922998.97,58685577,0
7604,132,132,0.0,0.0,0,0
11862,474,474,0.0,0.0,0,1
15541,476,476,0.0,0.0,0,1
9072,1,1,0.0,0.0,0,1
3033,1359,3,770.0,0.0,0,0
17641,847,847,0.0,0.0,0,0
4085,2269,2269,0.0,0.0,0,1
5020,107933985,5,53454785.5,31759230.85,53247599,1
16147,1529,27,428.0,584.7828657,0,0
7212,116119411,57,8570342.692,3759798.574,10013206,0
10052,3789000,27,534237.1429,377535.6789,0,0
16051,813,1,172.6666667,193.2726916,0,0
8569,1395,1395,0.0,0.0,0,1
5107,4152144,5,500161.875,487431.4218,0,0
15468,12711,7,4234.666667,7108.534683,0,1
208,1230,6,720.0,0.0,0,0
17390,136,136,0.0,0.0,0,0
18618,16789,16789,0.0,0.0,0,1
8846,10433,21,3339.666667,5434.430084,0,1
2732,9901,1,3146.333333,5150.289539,0,1
4817,5790,5,1928.333333,3134.956193,0,1
431,636,636,0.0,0.0,0,1
13476,13792,13792,0.0,0.0,0,1
12287,91,91,0.0,0.0,0,0
18842,18,18,0.0,0.0,0,1
7795,547,547,0.0,0.0,0,0
18977,20,20,0.0,0.0,0,1
8367,23932,23932,0.0,0.0,0,1
11601,10353,1,3286.0,5207.312263,0,1
18546,5419480,50,1806417.667,3128234.736,0,0
12902,959,0,208.6666667,201.4381626,0,0
3182,1331,3,442.6666667,550.2511548,0,1
10409,7,7,0.0,0.0,0,1
17960,6,6,0.0,0.0,0,1
10666,1371,1371,0.0,0.0,0,1
16943,16776,16776,0.0,0.0,0,1
16034,3470,3470,0.0,0.0,0,1
15695,60569686,1,5040343.583,5228841.882,10008304,0
4501,1823,6,1009.0,0.0,0,0
16172,76241283,1,4234712.389,4924490.656,10182858,0
5853,86159419,86200000,0.0,0.0,86200000,0
7190,852,852,0.0,0.0,0,0
8967,2804352,68,585183.5,92757.64521,0,0
9374,499,499,0.0,0.0,0,1
13824,1002888,1002888,0.0,0.0,0,0
16078,4017977,57,439756.2222,357163.2068,0,0
3826,286961,1,0.0,0.0,0,0
5902,519,519,0.0,0.0,0,1
13786,1,1,0.0,0.0,0,1
19368,103120,291,102798.0,0.0,0,0
9226,1257,1257,0.0,0.0,0,1
6584,18992,4,6328.0,5517.027189,0,1
3626,17160,17160,0.0,0.0,0,1
18468,1470,1470,0.0,0.0,0,1
3093,25451,25451,0.0,0.0,0,1
11783,2321372,79,352620.6667,294755.8771,0,0
2876,9888352,21,4424028.5,1595225.12,5552023,1
7438,2365362,68,313609.4286,291279.4084,0,0
19555,14983,14983,0.0,0.0,0,1
3650,86157091,86200000,0.0,0.0,86200000,0
10028,53662703,53662703,0.0,0.0,0,0
15097,449,449,0.0,0.0,0,1
11476,383299,4,18251.85714,38075.21423,0,1
5681,2,2,0.0,0.0,0,1
5459,86247913,86247913,0.0,0.0,86247913,0
8184,512,512,0.0,0.0,0,1
2613,2530143,3,348048.0,316322.6092,0,0
13999,116229427,1,5574651.9,5148623.126,10099782,0
14024,1178,6,514.0,0.0,0,0
3733,490,490,0.0,0.0,0,1
15426,26724,353,9237.0,0.0,0,0
12855,53591057,53591057,0.0,0.0,0,0
8611,85,85,0.0,0.0,0,0
4005,11387,15,3639.0,5944.100941,0,1
9434,12357,1,4000.666667,6614.04493,0,1
8318,553,553,0.0,0.0,0,1
13614,479026,15,58292.71429,90237.19038,0,0
5461,2,2,0.0,0.0,0,1
2475,2,2,0.0,0.0,0,1
1403,99,99,0.0,0.0,0,0
7861,20,20,0.0,0.0,0,1
6883,515,515,0.0,0.0,0,1
1912,167,167,0.0,0.0,0,0
18698,355,355,0.0,0.0,0,0
15071,386510,4,18404.85714,37509.68355,0,1
2051,4,4,0.0,0.0,0,1
1538,1708136,2,265347.1667,330282.6898,0,0
17337,2495929,77,412900.1667,536748.912,0,0
4287,118887986,1,6300154.556,4872195.896,10010182,0
15432,5993515,48,1997778.667,3459736.27,0,0
10832,2926,2926,0.0,0.0,0,1
16535,4551,4551,0.0,0.0,0,1
1236,32235,260,31964.0,0.0,0,0
16304,1118,1118,0.0,0.0,0,0
757,1003,0,234.0,240.2248946,0,0
13887,12933,12933,0.0,0.0,0,0
13463,849,16,0.0,0.0,0,0
14058,8,8,0.0,0.0,0,0
12794,8,8,0.0,0.0,0,1
4215,9350,20,3011.0,4858.163851,0,1
4331,458,458,0.0,0.0,0,1
230,321427,1,0.0,0.0,0,0
6147,89,89,0.0,0.0,0,0
5544,657,657,0.0,0.0,0,1
2477,41,41,0.0,0.0,0,0
5428,8601,7,2864.666667,4748.903487,0,1
18497,19099558,19099558,0.0,0.0,19099558,1
6181,7846491,88,357975.0,331769.1723,5520182,0
19833,280,280,0.0,0.0,0,0
5883,243840,5,81270.33333,3573.320211,0,0
10079,1416,7,833.0,0.0,0,0
8932,754,0,169.0,176.9773997,0,0
10692,1673,1673,0.0,0.0,0,1
7603,3960,3960,0.0,0.0,0,1
9084,115176276,0,7888629.357,4269480.597,10015906,0
18595,38557,38557,0.0,0.0,0,0
18072,6424,3,2140.333333,3455.45313,0,1
18916,2970082,3,442433.5,252296.2686,0,0
4262,243,23,0.0,0.0,0,0
721,5,5,0.0,0.0,0,1
1893,28,28,0.0,0.0,0,0
10698,39393,39393,0.0,0.0,0,0
15477,3152,4,1047.0,1390.661353,0,1
2028,5333,5333,0.0,0.0,0,1
7517,20409,3,6800.333333,11279.89824,0,1
17067,115352843,0,5530188.35,5111785.321,10086868,0
11085,6939,6939,0.0,0.0,0,1
19313,482,482,0.0,0.0,0,1
9569,10782,19,3431.666667,5512.117228,0,1
13162,20764,20764,0.0,0.0,0,1
6511,79,79,0.0,0.0,0,0
9043,13712,13712,0.0,0.0,0,1
5092,118279012,0,9077929.538,21977551.81,58523295,0
8996,1,1,0.0,0.0,0,1
7546,6,6,0.0,0.0,0,1
11913,1485,5,737.0,0.0,0,0
2021,12826,5,4273.666667,7148.62045,0,1
19905,4974314,4974314,0.0,0.0,0,0
6949,476,476,0.0,0.0,0,1
18365,3603,3603,0.0,0.0,0,1
535,1465,1465,0.0,0.0,0,1
10973,271,271,0.0,0.0,0,0
10437,109542545,0,376263.1429,715135.6092,0,0
13972,116977088,1,10619461.91,23528914.9,58099434,0
1950,11934206,3,3978067.667,3575868.025,6928580,1
4193,1027,1027,0.0,0.0,0,1
4028,2,2,0.0,0.0,0,1
19934,674,674,0.0,0.0,0,0
4508,7567,7567,0.0,0.0,0,1
5135,5678,5678,0.0,0.0,0,1
3330,504,504,0.0,0.0,0,1
16785,116758414,1,2778473.5,12500000.0,58100000,0
15393,1930,1930,0.0,0.0,0,1
416,41833,41833,0.0,0.0,0,0
11572,11030,1,3533.333333,5844.947761,0,1
7996,623,623,0.0,0.0,0,1
19043,51351,51351,0.0,0.0,0,0
10251,172927,58,0.0,0.0,0,0
5173,10519,2,3300.333333,5336.366585,0,1
6749,6,6,0.0,0.0,0,1
8651,4266,7,3446.0,0.0,0,0
15660,773,773,0.0,0.0,0,0
3029,394,394,0.0,0.0,0,0
2852,6959,6959,0.0,0.0,0,1
15170,1652,1652,0.0,0.0,0,0
4970,343,343,0.0,0.0,0,0
5698,12241,35,3914.666667,6337.73661,0,1
13558,134457,0,6610.285714,12276.302,0,0
2825,497,497,0.0,0.0,0,0
17889,86050869,86050869,0.0,0.0,86050869,0
12942,348162,3,16578.71429,30074.56353,0,1
11791,2776437,3,446960.0,419384.2093,0,0
2430,33977,3,11323.66667,11307.00147,0,1
6217,14445,4,13874.0,0.0,0,0
18657,56942,56942,0.0,0.0,0,1
11847,13880232,24,6226478.0,652537.9367,5765064,1
6551,3,3,0.0,0.0,0,1
1698,4530,4530,0.0,0.0,0,1
4466,1376,1376,0.0,0.0,0,0
11542,117885796,1,10702730.64,23726759.16,58617087,0
18475,1998577,3,229995.8333,299304.4992,0,0
8432,2367422,4,307983.1429,294152.7377,0,0
15765,3888881,66,542612.4286,393725.301,0,0
5263,28,28,0.0,0.0,0,0
13157,2233,3,743.3333333,1072.38255,0,1
10560,37,37,0.0,0.0,0,0
9865,180,180,0.0,0.0,0,0
530,6,6,0.0,0.0,0,1
2581,1618899,3,217964.2857,327518.052,0,0
10493,1724324,66,237324.8571,329147.1943,0,0
822,3,3,0.0,0.0,0,1
5597,1713,1713,0.0,0.0,0,1
4854,115622197,38,8568239.538,3759710.554,10013972,0
11858,18,18,0.0,0.0,0,1
8133,462,462,0.0,0.0,0,1
17734,313602,5,14932.7619,16831.27771,0,1
2831,17633,3,5876.666667,9273.78382,0,1
164,5580,4,1858.0,2287.111497,0,1
19846,711,711,0.0,0.0,0,1
974,314286,314286,0.0,0.0,0,0
13733,7,7,0.0,0.0,0,1
11347,1274,6,707.0,0.0,0,0
13007,646,646,0.0,0.0,0,1
15558,466,466,0.0,0.0,0,1
19350,16334,6,15715.0,0.0,0,0
5656,370962,5,17664.47619,35445.78818,0,1
8403,860,860,0.0,0.0,0,0
5981,5068,2,4390.0,0.0,0,0
10792,5024,5024,0.0,0.0,0,1
14808,9470,9470,0.0,0.0,0,1
14880,1859,1859,0.0,0.0,0,1
11852,10454,10454,0.0,0.0,0,0
9963,376081,7,19792.52632,32597.38661,0,1
11215,483,483,0.0,0.0,0,1
5753,3050,3050,0.0,0.0,0,0
16993,1583004,49,247887.8333,346170.5046,0,0
11933,12053,12053,0.0,0.0,0,1
18508,106654089,2,52815712.0,30854187.2,53247792,1
2881,30,30,0.0,0.0,0,1
851,3961819,103,540557.7143,319113.1554,0,0
9038,14588,3,4861.666667,7463.41057,0,1
19896,16139,16139,0.0,0.0,0,1
13622,83428,243,83180.0,0.0,0,0
19634,29591,29591,0.0,0.0,0,1
5232,1322,6,739.0,0.0,0,0
3487,1321,3,629.0,0.0,0,0
14529,2,2,0.0,0.0,0,1
6540,62,62,0.0,0.0,0,0
2272,1377934,3,274440.5,13387.85252,0,0
4856,11140,13,3525.666667,5673.503444,0,1
17230,155611,1,0.0,0.0,0,0
18304,733639,100,733539.0,0.0,0,0
4207,48,48,0.0,0.0,0,0
1548,17030,9,16164.0,0.0,0,0
1920,117592396,1,5925865.895,4980326.826,10014488,0
6331,263,263,0.0,0.0,0,0
7993,1326,5,440.3333333,459.5349098,0,1
3809,1845933,24,190276.6667,218816.7953,0,0
10954,1009,57,247.3333333,160.6061435,0,0
19644,21098,21098,0.0,0.0,0,1
8895,2027,2027,0.0,0.0,0,1
9516,567,567,0.0,0.0,0,1
18824,2058,2058,0.0,0.0,0,0
8115,2485279,3,349942.1429,382876.3509,0,0
7082,9909,1,3139.0,5081.70434,0,1
2018,46880,21,7919.0,13344.27094,0,0
8361,422,422,0.0,0.0,0,0
7577,98,98,0.0,0.0,0,0
6141,1696,1696,0.0,0.0,0,1
19537,4569,4569,0.0,0.0,0,1
17457,119999305,0,0.0,0.0,0,1
761,1429109,60,284638.0,11691.83533,0,0
12678,1523,1523,0.0,0.0,0,0
24,1194,1194,0.0,0.0,0,0
5098,16834,16834,0.0,0.0,0,1
14461,5235,5235,0.0,0.0,0,1
7465,4026715,64,561235.4286,352497.4181,0,0
1535,378827,3,18039.0,43153.65383,0,1
4091,4972160,4972160,0.0,0.0,0,0
9729,1246,6,724.0,0.0,0,0
17104,41112902,41112902,0.0,0.0,41112902,1
17500,10621,6,10023.0,0.0,0,0
17470,6,6,0.0,0.0,0,1
8627,45824,1,5838.75,10640.66484,0,0
17052,43,43,0.0,0.0,0,0
3502,1604,1604,0.0,0.0,0,1
10004,115880512,1,6531786.941,4912672.133,10090320,0
1663,5730,5730,0.0,0.0,0,1
